Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,1W_value,1W_FLG,1M_value,1M_FLG,3M_value,3M_FLG,6M_value,6M_FLG,1Y_value,1Y_FLG,5Y_value,5Y_FLG,Report,Occurrence,Report Date
500034,Bajaj Finance Limited,BAJFINANCE,Bajaj Finance Limited,Active,A ,2.0,INE296A01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),2.87,N,15.57,N,9.72,Y,8.07,Y,13.26,Y,278.64,N,C,,2025-02-18
500356,Shree Rama Newsprint Limited,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Active,B ,10.0,INE278B01020,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,11.05,N,36.4,N,-8.87,Y,-14.01,Y,-13.18,Y,46.44,N,C,,2025-02-18
511034,Jindal Drilling & Industries Ltd.,JINDRILL,JINDAL DRILLING & INDUSTRIES LTD.,Active,B ,5.0,INE742C01031,Offshore Support Solution Drilling,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling,1.67,N,18.76,N,21.57,N,33.0,N,13.0,Y,1377.58,N,C,,2025-02-18
521014,Eurotex Industries & Exports Ltd.,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS LTD.,Active,T ,10.0,INE022C01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,-2.72,N,15.22,N,10.81,Y,-10.52,Y,-9.58,Y,51.4,N,C,,2025-02-18
526668,Kamat Hotels (India) ltd.,KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,Active,B ,10.0,INE967C01018,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,-0.98,N,25.02,N,7.34,Y,5.91,Y,-26.76,Y,1012.66,N,C,,2025-02-18
531553,DISHA RESOURCES LIMITED,DRL,Disha Resources Ltd,Active,XT,10.0,INE193D01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,0.0,N,46.1,N,-1.67,Y,-38.54,Y,-28.92,Y,103.45,N,C,,2025-02-18
532440,MPS Limited,MPSLTD,MPS LTD.,Active,B ,10.0,INE943D01017,E-Learning,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,2.63,N,38.89,N,-10.61,Y,-4.94,Y,33.9,Y,702.84,N,C,,2025-02-18
532834,Camlin Fine Sciences Ltd,CAMLINFINE,CAMLIN FINE SCIENCES LTD.,Active,B ,1.0,INE052I01032,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,9.21,N,15.15,N,28.64,N,21.69,N,13.87,Y,275.46,N,C,,2025-02-18
544207,Reliable Data Services Limited,RELIABLE,Reliable Data Services Ltd,Active,B ,10.0,INE375Y01018,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,19.88,N,17.25,Y,-5.79,Y,-4.48,Y,13.63,Y,232.98,N,C,,2025-02-18
500039,Banco Products (India) Ltd.,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,Active,B ,2.0,INE213C01025,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,-9.29,N,-30.14,Y,35.73,N,37.69,N,38.48,N,1424.23,N,G,,2025-02-18
500174,Gujarat Lease Financing Limited,GLFL,GUJARAT LEASE FINANCING LTD.,Active,T ,10.0,INE540A01017,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,0.36,N,-33.93,Y,0.48,N,-1.86,N,-2.09,N,665.45,N,G,,2025-02-18
500238,Whirlpool of India Ltd,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,Active,A ,10.0,INE716A01013,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,-3.37,N,-37.68,Y,-29.58,N,-18.81,N,22.53,N,-9.23,N,G,,2025-02-18
